abbrev,name,opioid_cat,opioid_type,race_eth,race_cat,deaths,obs_rate,model_rate,apc_print,apc_pval,doubling_time
KY,Kentucky,One opioid alone,single_opioid,total,Total,726,17.3,18.7,"5 (2, 8)",<.01,"20.5 (46.0, 13.2)"
LA,Louisiana,One opioid alone,single_opioid,total,Total,371,8.3,8.9,"14 (11, 17)",<.001,"7.7 (9.7, 6.4)"
Lake County (IN),Lake County,One opioid alone,single_opioid,total,Total,79,16.8,18.8,"18 (15, 22)",<.001,"6.0 (7.2, 5.1)"
Los Angeles County (CA),Los Angeles County,One opioid alone,single_opioid,total,Total,573,5.5,5.3,"35 (12, 63)",<.01,"3.3 (8.6, 2.1)"
MA,Massachusetts,One opioid alone,single_opioid,total,Total,"1,424",20.9,21.1,"6 (-4, 17)",0.23,"17.2 (-23.9, 6.3)"
Maricopa County (AZ),Maricopa County,One opioid alone,single_opioid,total,Total,765,17.3,17.6,"24 (21, 28)",<.001,"4.6 (5.3, 4.0)"
Marion County (IN),Marion County,One opioid alone,single_opioid,total,Total,190,20.1,20.4,"13 (-3, 31)",0.11,"8.4 (-32.8, 3.7)"
MD,Maryland,One opioid alone,single_opioid,total,Total,"1,432",23.0,24.5,"18 (16, 21)",<.001,"5.9 (6.9, 5.2)"
ME,Maine,One opioid alone,single_opioid,total,Total,237,19.6,18.1,"-7 (-24, 14)",0.44,"-13.4 (-3.6, 7.5)"
Mecklenburg County (NC),Mecklenburg County,One opioid alone,single_opioid,total,Total,112,9.5,9.8,"-9 (-26, 12)",0.35,"-10.6 (-3.3, 8.6)"
MI,Michigan,One opioid alone,single_opioid,total,Total,"1,200",12.5,12.7,"-3 (-18, 14)",0.66,"-30.7 (-5.1, 7.7)"
Miami-Dade County (FL),Miami-Dade County,One opioid alone,single_opioid,total,Total,158,5.9,6.3,"17 (10, 24)",<.001,"6.4 (10.7, 4.6)"
Milwaukee County (WI),Milwaukee County,One opioid alone,single_opioid,total,Total,214,22.8,22.8,"7 (5, 8)",<.001,"15.6 (19.0, 13.2)"
MN,Minnesota,One opioid alone,single_opioid,total,Total,294,5.3,5.8,"2 (0, 5)",0.05,"42.2 (Inf, 20.9)"
MO,Missouri,One opioid alone,single_opioid,total,Total,836,14.3,14.2,"6 (5, 8)",<.001,"16.1 (19.7, 13.7)"
Mobile County (AL),Mobile County,One opioid alone,single_opioid,total,Total,18,4.6,5.3,"2 (-1, 6)",0.15,"42.2 (-110.6, 17.7)"
Monroe County (NY),Monroe County,One opioid alone,single_opioid,total,Total,152,21.0,22.3,"26 (16, 37)",<.001,"4.3 (6.7, 3.1)"
Montgomery County (MD),Montgomery County,One opioid alone,single_opioid,total,Total,165,8.3,8.0,"16 (11, 22)",<.001,"6.7 (9.6, 5.1)"
Montgomery County (OH),Montgomery County,One opioid alone,single_opioid,total,Total,198,40.8,36.6,"-29 (-48, -3)",0.04,"-2.9 (-1.5, -36.5)"
MS,Mississippi,One opioid alone,single_opioid,total,Total,172,5.9,5.5,"6 (4, 9)",<.001,"16.1 (26.1, 11.7)"
MT,Montana,One opioid alone,single_opioid,total,Total,59,6.1,6.5,"35 (-7, 98)",0.11,"3.3 (-13.0, 1.5)"
Nassau County (NY),Nassau County,One opioid alone,single_opioid,total,Total,99,7.8,7.1,"-14 (-27, 1)",0.07,"-6.7 (-3.2, 71.9)"
NC,North Carolina,One opioid alone,single_opioid,total,Total,"1,271",12.6,12.1,"-6 (-21, 11)",0.43,"-15.6 (-4.2, 9.3)"
ND,North Dakota,One opioid alone,single_opioid,total,Total,39,5.3,5.3,"9 (5, 13)",<.001,"12.0 (21.3, 8.3)"
NE,Nebraska,One opioid alone,single_opioid,total,Total,51,2.7,3.0,"4 (1, 6)",<.01,"26.8 (77.4, 16.1)"
New Castle County (DE),New Castle County,One opioid alone,single_opioid,total,Total,146,26.9,25.4,"30 (15, 46)",<.001,"3.9 (7.2, 2.6)"
New Haven County (CT),New Haven County,One opioid alone,single_opioid,total,Total,142,16.9,18.0,"8 (6, 10)",<.001,"13.5 (18.0, 10.8)"
New York County (NY),New York County,One opioid alone,single_opioid,total,Total,120,6.6,6.9,"8 (4, 13)",<.01,"13.2 (29.1, 8.4)"
NH,New Hampshire,One opioid alone,single_opioid,total,Total,334,26.6,27.6,"-5 (-18, 9)",0.41,"-18.7 (-5.2, 11.7)"
NJ,New Jersey,One opioid alone,single_opioid,total,Total,"1,391",15.7,15.8,"17 (14, 20)",<.001,"6.4 (7.6, 5.5)"
NM,New Mexico,One opioid alone,single_opioid,total,Total,279,14.3,15.0,"2 (1, 4)",<.001,"42.2 (77.4, 28.3)"
Norfolk city (VA),Norfolk city,One opioid alone,single_opioid,total,Total,18,8.3,13.4,"6 (3, 10)",<.01,"16.1 (39.0, 10.2)"
NV,Nevada,One opioid alone,single_opioid,total,Total,302,9.5,10.0,"-4 (-5, -2)",<.001,"-25.8 (-18.7, -39.5)"
NY,New York,One opioid alone,single_opioid,total,Total,"1,570",8.0,7.8,"-8 (-34, 26)",0.57,"-11.4 (-2.4, 4.3)"
Oakland County (MI),Oakland County,One opioid alone,single_opioid,total,Total,32,2.8,3.6,"10 (7, 14)",<.001,"10.3 (15.0, 7.8)"
OH,Ohio,One opioid alone,single_opioid,total,Total,"2,754",25.1,24.0,"-1 (-19, 20)",0.88,"-76.4 (-4.8, 5.5)"
OK,Oklahoma,One opioid alone,single_opioid,total,Total,241,6.2,6.1,"-17 (-30, -2)",0.03,"-5.2 (-2.8, -41.2)"
Oklahoma County (OK),Oklahoma County,One opioid alone,single_opioid,total,Total,60,7.3,6.7,"-10 (-15, -4)",<.01,"-9.8 (-6.3, -22.2)"
OR,Oregon,One opioid alone,single_opioid,total,Total,249,5.7,5.9,"-4 (-5, -2)",<.001,"-28.1 (-19.9, -47.1)"
Orange County (FL),Orange County,One opioid alone,single_opioid,total,Total,192,13.1,11.7,"5 (4, 6)",<.001,"19.7 (24.9, 16.1)"
Orleans Parish (LA),Orleans Parish,One opioid alone,single_opioid,total,Total,29,7.6,7.8,"-1 (-10, 8)",0.73,"-70.9 (-9.9, 13.7)"
PA,Pennsylvania,One opioid alone,single_opioid,total,Total,"1,990",16.4,17.2,"16 (14, 19)",<.001,"6.7 (7.9, 5.8)"
Palm Beach County (FL),Palm Beach County,One opioid alone,single_opioid,total,Total,263,19.4,17.7,"-15 (-37, 16)",0.28,"-6.2 (-2.1, 6.8)"
Philadelphia County (PA),Philadelphia County,One opioid alone,single_opioid,total,Total,595,37.3,44.3,"112 (46, 208)",<.01,"1.3 (2.6, 0.9)"
Pulaski County (AR),Pulaski County,One opioid alone,single_opioid,total,Total,38,9.5,8.4,"6 (4, 9)",<.001,"16.1 (27.5, 11.4)"
Queens County (NY),Queens County,One opioid alone,single_opioid,total,Total,100,4.2,4.3,"2 (1, 4)",<.01,"42.2 (125.5, 24.9)"
RI,Rhode Island,One opioid alone,single_opioid,total,Total,188,18.1,20.8,"7 (6, 8)",<.001,"14.4 (17.2, 12.3)"
Richland County (SC),Richland County,One opioid alone,single_opioid,total,Total,40,10.1,12.2,"16 (11, 20)",<.001,"6.9 (9.5, 5.4)"
Riverside County (CA),Riverside County,One opioid alone,single_opioid,total,Total,203,8.1,6.3,"3 (1, 4)",<.01,"37.5 (91.4, 23.8)"
Sacramento County (CA),Sacramento County,One opioid alone,single_opioid,total,Total,98,6.1,6.0,"33 (-25, 136)",0.31,"3.5 (-3.4, 1.2)"
San Bernardino County (CA),San Bernardino County,One opioid alone,single_opioid,total,Total,109,4.9,5.2,"44 (13, 82)",<.01,"2.8 (8.1, 1.7)"
San Diego County (CA),San Diego County,One opioid alone,single_opioid,total,Total,263,7.4,6.7,"1 (0, 2)",0.10,"100.5 (-499.5, 48.1)"
SC,South Carolina,One opioid alone,single_opioid,total,Total,592,12.0,13.1,"11 (10, 13)",<.001,"9.5 (10.9, 8.4)"
SD,South Dakota,One opioid alone,single_opioid,total,Total,35,4.1,3.7,"-1 (-4, 3)",0.72,"-166.2 (-24.5, 35.0)"
Shelby County (TN),Shelby County,One opioid alone,single_opioid,total,Total,142,15.8,14.4,"11 (8, 14)",<.001,"9.4 (12.4, 7.6)"
St. Louis city (MO),St. Louis city,One opioid alone,single_opioid,total,Total,160,52.2,48.0,"13 (10, 15)",<.001,"8.3 (10.2, 7.0)"
St. Louis County (MO),St. Louis County,One opioid alone,single_opioid,total,Total,198,22.0,23.9,"10 (9, 12)",<.001,"10.0 (11.7, 8.7)"
Suffolk County (MA),Suffolk County,One opioid alone,single_opioid,total,Total,165,20.4,23.1,"17 (8, 26)",<.001,"6.4 (12.3, 4.3)"
Suffolk County (NY),Suffolk County,One opioid alone,single_opioid,total,Total,182,13.2,16.8,"6 (4, 9)",<.001,"17.2 (29.1, 12.0)"
Tarrant County (TX),Tarrant County,One opioid alone,single_opioid,total,Total,77,3.7,4.1,"3 (1, 5)",<.01,"36.2 (111.6, 21.3)"
TN,Tennessee,One opioid alone,single_opioid,total,Total,"1,050",15.7,15.0,"2 (-4, 9)",0.48,"46.0 (-22.8, 11.4)"
TX,Texas,One opioid alone,single_opioid,total,Total,"1,247",4.3,4.3,"1 (0, 2)",<.01,"91.4 (250.5, 53.1)"
Union County (NJ),Union County,One opioid alone,single_opioid,total,Total,63,10.7,10.5,"12 (10, 15)",<.001,"8.5 (10.8, 7.0)"
UT,Utah,One opioid alone,single_opioid,total,Total,283,9.5,10.9,"0 (-1, 2)",0.49,"250.5 (-124.5, 63.0)"
VA,Virginia,One opioid alone,single_opioid,total,Total,710,8.4,9.2,"6 (5, 7)",<.001,"17.4 (20.5, 15.2)"
VT,Vermont,One opioid alone,single_opioid,total,Total,62,11.4,12.4,"6 (5, 8)",<.001,"16.4 (20.9, 13.3)"
WA,Washington,One opioid alone,single_opioid,total,Total,588,7.4,7.1,"4 (-2, 10)",0.17,"26.8 (-55.1, 10.7)"
Wake County (NC),Wake County,One opioid alone,single_opioid,total,Total,76,6.7,6.5,"6 (4, 9)",<.001,"16.6 (26.1, 12.1)"
Wayne County (MI),Wayne County,One opioid alone,single_opioid,total,Total,416,23.6,25.0,"12 (10, 14)",<.001,"8.8 (10.5, 7.6)"
Westchester County (NY),Westchester County,One opioid alone,single_opioid,total,Total,57,6.2,8.2,"6 (3, 8)",<.001,"18.0 (32.8, 12.5)"
WI,Wisconsin,One opioid alone,single_opioid,total,Total,626,11.2,10.8,"0 (-8, 9)",0.98,"1000.5 (-12.0, 11.7)"
WV,West Virginia,One opioid alone,single_opioid,total,Total,468,29.3,35.5,"9 (6, 11)",<.001,"11.7 (15.9, 9.3)"
WY,Wyoming,One opioid alone,single_opioid,total,Total,38,6.7,6.8,"-1 (-6, 4)",0.66,"-90.4 (-16.2, 24.9)"
AL,Alabama,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,29,2.2,2.4,"15 (0, 33)",0.05,"7.0 (-999.5, 3.5)"
Allegheny County (PA),Allegheny County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,34,20.6,18.3,"-20 (-47, 22)",0.28,"-4.6 (-1.6, 5.0)"
AR,Arkansas,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",2.1,"100 (25, 218)",<.01,"1.4 (4.4, 0.9)"
AZ,Arizona,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,48,13.4,13.3,"128 (85, 180)",<.001,"1.2 (1.6, 1.0)"
Baltimore city (MD),Baltimore city,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,316,76.2,90.1,"81 (62, 101)",<.001,"1.7 (2.1, 1.4)"
CA,California,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,147,5.7,5.2,"109 (74, 152)",<.001,"1.4 (1.8, 1.1)"
Clark County (NV),Clark County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",2.9,"49 (18, 88)",<.01,"2.5 (5.9, 1.6)"
CO,Colorado,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",2.9,"95 (10, 246)",0.02,"1.5 (10.0, 0.8)"
Cook County (IL),Cook County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,168,13.3,13.0,"29 (23, 36)",<.001,"3.9 (4.9, 3.3)"
CT,Connecticut,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,53,12.8,12.9,"32 (11, 57)",<.01,"3.6 (9.4, 2.2)"
Cumberland County (NC),Cumberland County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,17,13.4,11.8,"73 (35, 121)",<.001,"1.8 (3.3, 1.3)"
Cuyahoga County (OH),Cuyahoga County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,83,21.4,22.3,"59 (44, 76)",<.001,"2.2 (2.7, 1.8)"
DC,District of Columbia,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,116,33.8,32.7,"50 (37, 63)",<.001,"2.5 (3.1, 2.0)"
DE,Delaware,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,29,14.2,15.3,"80 (54, 111)",<.001,"1.7 (2.3, 1.3)"
District of Columbia (DC),District of Columbia,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,116,33.8,32.7,"50 (37, 63)",<.001,"2.5 (3.1, 2.0)"
Durham County (NC),Durham County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",5.8,"26 (19, 32)",<.001,"4.4 (5.7, 3.6)"
Erie County (NY),Erie County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",7.8,"-7 (-39, 42)",0.72,"-14.2 (-2.0, 2.9)"
Essex County (NJ),Essex County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,85,24.0,24.8,"65 (48, 82)",<.001,"2.0 (2.5, 1.7)"
FL,Florida,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,176,5.4,5.0,"32 (1, 71)",0.04,"3.6 (83.8, 1.9)"
Franklin County (OH),Franklin County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,129,41.0,38.8,"39 (18, 65)",<.01,"3.0 (6.2, 2.0)"
Fulton County (GA),Fulton County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,18,3.7,3.0,"22 (16, 27)",<.001,"5.1 (6.7, 4.1)"
GA,Georgia,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,62,1.8,1.7,"26 (5, 52)",0.02,"4.3 (21.8, 2.4)"
Hamilton County (OH),Hamilton County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,53,25.0,26.8,"67 (52, 84)",<.001,"1.9 (2.4, 1.6)"
Harris County (TX),Harris County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,13,1.4,1.3,"65 (46, 86)",<.001,"2.0 (2.6, 1.6)"
IL,Illinois,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,238,13.0,15.4,"63 (44, 85)",<.001,"2.0 (2.7, 1.6)"
IN,Indiana,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,58,9.1,8.2,"0 (-32, 50)",0.98,"200.5 (-2.5, 2.5)"
Jackson County (MO),Jackson County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",4.3,"164 (-10, 675)",0.07,"1.0 (-9.6, 0.5)"
Jefferson County (AL),Jefferson County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,19,6.8,7.1,"-4 (-28, 28)",0.77,"-24.5 (-3.0, 4.0)"
Kings County (NY),Kings County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,25,3.0,2.7,"6 (-8, 22)",0.36,"16.6 (-12.8, 5.0)"
KS,Kansas,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",2.1,"10 (5, 16)",<.01,"10.2 (20.9, 6.7)"
KY,Kentucky,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,51,13.5,12.6,"40 (20, 64)",<.001,"2.9 (5.5, 2.0)"
LA,Louisiana,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,35,2.7,3.3,"58 (43, 76)",<.001,"2.2 (2.8, 1.8)"
Los Angeles County (CA),Los Angeles County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,47,5.5,5.5,"212 (168, 262)",<.001,"0.9 (1.0, 0.8)"
MA,Massachusetts,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,85,15.1,14.4,"17 (-6, 45)",0.14,"6.4 (-16.7, 2.7)"
Maricopa County (AZ),Maricopa County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,41,15.2,15.0,"125 (83, 176)",<.001,"1.2 (1.7, 1.0)"
Marion County (IN),Marion County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,29,10.7,12.9,"37 (24, 52)",<.001,"3.1 (4.7, 2.4)"
MD,Maryland,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,522,25.2,25.8,"42 (16, 74)",<.01,"2.8 (6.7, 1.8)"
Mecklenburg County (NC),Mecklenburg County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,20,5.4,5.6,"-13 (-33, 13)",0.27,"-7.1 (-2.5, 8.1)"
MI,Michigan,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,223,15.5,16.1,"28 (12, 47)",<.01,"4.0 (8.7, 2.6)"
Miami-Dade County (FL),Miami-Dade County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,23,5.7,5.7,"37 (27, 48)",<.001,"3.2 (4.1, 2.6)"
Milwaukee County (WI),Milwaukee County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,34,13.6,13.5,"59 (41, 79)",<.001,"2.2 (2.9, 1.7)"
MN,Minnesota,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,36,8.8,10.2,"63 (37, 96)",<.001,"2.0 (3.2, 1.5)"
MO,Missouri,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,189,27.0,27.5,"42 (30, 55)",<.001,"2.9 (3.8, 2.3)"
Montgomery County (OH),Montgomery County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,47,45.2,41.2,"-15 (-42, 23)",0.36,"-6.1 (-1.9, 4.8)"
MS,Mississippi,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,11,1.1,0.7,"18 (9, 27)",<.001,"6.2 (11.9, 4.2)"
NC,North Carolina,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,152,6.9,7.2,"56 (45, 68)",<.001,"2.2 (2.7, 1.9)"
NE,Nebraska,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",2.3,"10 (2, 18)",0.02,"10.9 (53.1, 6.1)"
New Castle County (DE),New Castle County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,20,14.6,14.8,"90 (31, 174)",<.01,"1.6 (3.7, 1.0)"
New York County (NY),New York County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,15,6.2,5.8,"3 (-18, 30)",0.78,"32.8 (-5.0, 3.9)"
NJ,New Jersey,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,247,18.8,21.5,"91 (76, 108)",<.001,"1.5 (1.8, 1.4)"
NV,Nevada,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,11,3.2,3.2,"57 (27, 94)",<.001,"2.2 (4.2, 1.5)"
NY,New York,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,163,5.3,5.3,"22 (10, 36)",<.01,"5.0 (10.7, 3.3)"
OH,Ohio,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,418,27.9,26.0,"17 (2, 35)",0.03,"6.2 (50.5, 3.3)"
OK,Oklahoma,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",1.6,"43 (5, 96)",0.03,"2.8 (22.2, 1.5)"
Orange County (FL),Orange County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",3.7,"9 (-26, 60)",0.63,"11.6 (-3.4, 2.1)"
PA,Pennsylvania,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,264,18.1,20.0,"79 (65, 93)",<.001,"1.7 (2.0, 1.5)"
Philadelphia County (PA),Philadelphia County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,157,23.6,22.2,"58 (40, 77)",<.001,"2.2 (2.9, 1.7)"
San Diego County (CA),San Diego County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,<11,"NA",3.5,"16 (10, 22)",<.001,"6.7 (10.0, 5.0)"
SC,South Carolina,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,51,3.8,4.0,"34 (7, 68)",0.02,"3.4 (15.6, 1.9)"
Shelby County (TN),Shelby County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,38,8.0,7.9,"69 (59, 79)",<.001,"1.9 (2.1, 1.7)"
St. Louis city (MO),St. Louis city,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,84,66.0,68.3,"39 (29, 51)",<.001,"3.0 (4.0, 2.4)"
TN,Tennessee,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,119,10.3,10.0,"75 (61, 91)",<.001,"1.8 (2.1, 1.6)"
TX,Texas,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,33,0.9,0.9,"41 (18, 68)",<.01,"2.9 (6.0, 1.9)"
VA,Virginia,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,112,6.8,7.3,"49 (42, 56)",<.001,"2.5 (2.8, 2.3)"
Wayne County (MI),Wayne County,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,153,22.2,23.3,"30 (10, 55)",<.01,"3.8 (10.8, 2.3)"
WI,Wisconsin,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,61,16.0,15.4,"60 (46, 75)",<.001,"2.1 (2.6, 1.8)"
WV,West Virginia,Synthetic opioid alone,single_synth,nhb,Non-Hispanic Black,22,30.8,29.7,"24 (16, 34)",<.001,"4.6 (6.9, 3.5)"
Adams County (CO),Adams County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,62,2.8,2.6,"61 (11, 132)",0.02,"2.1 (9.7, 1.2)"
AK,Alaska,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,<11,"NA",1.8,"10 (4, 16)",<.01,"10.7 (27.5, 6.7)"
AL,Alabama,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,95,3.3,2.9,"-6 (-37, 41)",0.76,"-17.0 (-2.2, 2.9)"
Alameda County (CA),Alameda County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,11,1.8,1.9,"38 (18, 61)",<.01,"3.1 (6.1, 2.1)"
Allegheny County (PA),Allegheny County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,118,12.7,10.7,"-38 (-51, -21)",<.01,"-2.1 (-1.4, -4.2)"
AR,Arkansas,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,57,2.8,3.3,"42 (1, 101)",0.04,"2.8 (125.5, 1.4)"
AZ,Arizona,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,316,9.2,9.8,"90 (68, 116)",<.001,"1.6 (1.9, 1.3)"
Baltimore city (MD),Baltimore city,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,89,50.5,71.1,"68 (48, 91)",<.001,"1.9 (2.5, 1.5)"
Baltimore County (MD),Baltimore County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,145,33.2,35.6,"22 (-1, 51)",0.06,"5.0 (-82.8, 2.4)"
Bexar County (TX),Bexar County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,<11,"NA",0.6,"-2 (-7, 3)",0.35,"-45.0 (-14.0, 37.5)"
Bronx County (NY),Bronx County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,<11,"NA",9.0,"9 (-16, 43)",0.48,"11.1 (-5.6, 2.8)"
Broward County (FL),Broward County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,105,17.4,16.8,"-7 (-45, 57)",0.77,"-13.8 (-1.7, 2.2)"
CA,California,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,595,4.2,4.2,"87 (46, 140)",<.001,"1.6 (2.7, 1.1)"
Charleston County (SC),Charleston County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,15,5.2,6.2,"35 (19, 53)",<.001,"3.3 (5.8, 2.3)"
Chatham County (GA),Chatham County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,<11,"NA",4.7,"12 (4, 20)",<.01,"8.7 (22.7, 5.4)"
Clark County (NV),Clark County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,24,2.6,2.4,"24 (5, 45)",0.01,"4.7 (19.0, 2.7)"
CO,Colorado,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,97,2.4,2.2,"38 (8, 77)",0.01,"3.1 (13.3, 1.7)"
Cobb County (GA),Cobb County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,11,3.0,2.7,"-26 (-43, -4)",0.03,"-3.3 (-1.8, -26.5)"
Contra Costa County (CA),Contra Costa County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,17,4.3,3.7,"59 (40, 81)",<.001,"2.2 (3.0, 1.7)"
Cook County (IL),Cook County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,108,4.9,4.6,"10 (1, 20)",0.03,"10.5 (91.4, 5.6)"
CT,Connecticut,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,368,17.3,17.7,"21 (4, 41)",0.02,"5.3 (28.3, 2.9)"
Cumberland County (NC),Cumberland County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,24,17.1,15.2,"22 (16, 29)",<.001,"4.9 (6.7, 3.9)"
Cuyahoga County (OH),Cuyahoga County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,166,23.9,25.0,"11 (3, 20)",0.01,"9.5 (37.5, 5.4)"
Dallas County (TX),Dallas County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,<11,"NA",1.7,"11 (5, 18)",<.01,"9.3 (20.5, 6.0)"
Davidson County (TN),Davidson County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,81,18.9,19.4,"63 (39, 90)",<.001,"2.1 (3.0, 1.6)"
DE,Delaware,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,169,31.9,29.8,"71 (54, 89)",<.001,"1.9 (2.3, 1.6)"
DeKalb County (GA),DeKalb County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,<11,"NA",2.7,"12 (5, 20)",<.01,"8.8 (21.3, 5.6)"
Delaware County (PA),Delaware County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,77,22.4,23.7,"16 (-13, 52)",0.28,"6.9 (-7.4, 2.4)"
Durham County (NC),Durham County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,<11,"NA",4.6,"12 (6, 20)",<.01,"8.6 (18.7, 5.6)"
Duval County (FL),Duval County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,167,34.5,32.1,"18 (-1, 40)",0.06,"6.2 (-99.5, 3.0)"
Erie County (NY),Erie County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,48,7.8,7.9,"-20 (-43, 11)",0.16,"-4.4 (-1.8, 9.9)"
Essex County (NJ),Essex County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,20,8.2,9.0,"-1 (-34, 49)",0.96,"-99.5 (-2.4, 2.5)"
Fairfax County (VA),Fairfax County,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,24,4.0,5.6,"43 (30, 56)",<.001,"2.8 (3.8, 2.2)"
FL,Florida,Synthetic opioid alone,single_synth,nhw,Non-Hispanic White,"1,465",15.5,15.0,"22 (8, 38)",<.01,"5.0 (12.7, 3.1)"
