abbrev,name,opioid_cat,opioid_type,race_eth,race_cat,deaths,obs_rate,model_rate,apc,apc_lower,apc_upper,apc_pval,doubling_time
Philadelphia County (PA),Philadelphia County,Synthetic opioids,synth,nhb,Non-Hispanic Black,228,34.4177865416517,33.75,63.4,44.4,84.9,0,"1.4 (1.9, 1.1)"
Queens County (NY),Queens County,Synthetic opioids,synth,nhb,Non-Hispanic Black,37,7.68293457868245,7.31,20.2,6,36.2,0.007,"3.8 (11.9, 2.2)"
Richland County (SC),Richland County,Synthetic opioids,synth,nhb,Non-Hispanic Black,NA,NA,4.13,-7.7,-31.6,24.5,0.563,"-8.7 (-1.8, 3.2)"
San Diego County (CA),San Diego County,Synthetic opioids,synth,nhb,Non-Hispanic Black,NA,NA,5.13,17.8,12.9,22.8,0,"4.2 (5.7, 3.4)"
SC,South Carolina,Synthetic opioids,synth,nhb,Non-Hispanic Black,75,5.570642724860652,5.7700000000000005,26.4,0.9,58.3,0.043,"3.0 (77.4, 1.5)"
Shelby County (TN),Shelby County,Synthetic opioids,synth,nhb,Non-Hispanic Black,68,14.006049345359253,14.79,59.4,48.6,71,0,"1.5 (1.7, 1.3)"
St. Louis city (MO),St. Louis city,Synthetic opioids,synth,nhb,Non-Hispanic Black,126,95.53235590082218,104.58,31.5,18.6,45.8,0,"2.5 (4.1, 1.8)"
St. Louis County (MO),St. Louis County,Synthetic opioids,synth,nhb,Non-Hispanic Black,128,54.806670977371994,58.190000000000005,36.2,24.7,48.7,0,"2.2 (3.1, 1.7)"
Suffolk County (MA),Suffolk County,Synthetic opioids,synth,nhb,Non-Hispanic Black,44,22.957936873410425,21.17,12.9,-7.8,38.2,0.219,"5.7 (-8.5, 2.1)"
Suffolk County (NY),Suffolk County,Synthetic opioids,synth,nhb,Non-Hispanic Black,14,11.591714783773064,10.5,-2.6,-26.2,28.6,0.842,"-26.3 (-2.3, 2.8)"
TN,Tennessee,Synthetic opioids,synth,nhb,Non-Hispanic Black,193,16.604258932490808,16.810000000000002,68,56.8,80.1,0,"1.3 (1.5, 1.2)"
TX,Texas,Synthetic opioids,synth,nhb,Non-Hispanic Black,52,1.3357169642725424,1.53,36.7,17,59.8,0.001,"2.2 (4.4, 1.5)"
VA,Virginia,Synthetic opioids,synth,nhb,Non-Hispanic Black,226,13.48967666571203,13.41,23.5,16.7,30.7,0,"3.3 (4.5, 2.6)"
WA,Washington,Synthetic opioids,synth,nhb,Non-Hispanic Black,25,5.945923360818173,6.01,60.6,41.5,82.3,0,"1.5 (2.0, 1.2)"
Wayne County (MI),Wayne County,Synthetic opioids,synth,nhb,Non-Hispanic Black,266,37.163224057645685,38.11,13,2.6,24.5,0.018,"5.7 (27.0, 3.2)"
WI,Wisconsin,Synthetic opioids,synth,nhb,Non-Hispanic Black,101,26.310739125463428,25.779999999999998,29.2,1.9,63.7,0.036,"2.7 (36.8, 1.4)"
WV,West Virginia,Synthetic opioids,synth,nhb,Non-Hispanic Black,36,51.829410767597096,61.2,29.2,20.7,38.1,0,"2.7 (3.7, 2.1)"
Adams County (CO),Adams County,Synthetic opioids,synth,nhw,Non-Hispanic White,94,4.226730781545908,4.14,44.6,5.2,98.8,0.026,"1.9 (13.7, 1.0)"
AK,Alaska,Synthetic opioids,synth,nhw,Non-Hispanic White,15,3.2217842043623817,3.68,10.4,4.6,16.7,0.001,"7.0 (15.4, 4.5)"
AL,Alabama,Synthetic opioids,synth,nhw,Non-Hispanic White,168,5.82264861543252,5.319999999999999,8.9,-12.9,36.2,0.424,"8.1 (-5.0, 2.2)"
Alameda County (CA),Alameda County,Synthetic opioids,synth,nhw,Non-Hispanic White,19,3.4331468453183005,3.34,91.7,-9,303.6,0.083,"1.1 (-7.3, 0.5)"
Allegheny County (PA),Allegheny County,Synthetic opioids,synth,nhw,Non-Hispanic White,313,34.10600189336055,30.419999999999998,-24.5,-37.9,-8.3,0.008,"-2.5 (-1.5, -8.0)"
AR,Arkansas,Synthetic opioids,synth,nhw,Non-Hispanic White,92,4.603722466993889,4.44,23.4,14.1,33.3,0,"3.3 (5.3, 2.4)"
AZ,Arizona,Synthetic opioids,synth,nhw,Non-Hispanic White,415,11.812128986377573,12.67,76.3,56.8,98.3,0,"1.2 (1.5, 1.0)"
Baltimore city (MD),Baltimore city,Synthetic opioids,synth,nhw,Non-Hispanic White,149,82.71315837130496,91.11999999999999,20.3,9.8,31.8,0.001,"3.8 (7.4, 2.5)"
Baltimore County (MD),Baltimore County,Synthetic opioids,synth,nhw,Non-Hispanic White,213,48.4511839078499,50.98,-7,-24.9,15.3,0.479,"-9.6 (-2.4, 4.9)"
Bexar County (TX),Bexar County,Synthetic opioids,synth,nhw,Non-Hispanic White,NA,NA,0.71,-0.3,-4.8,4.5,0.907,"-230.7 (-14.1, 15.7)"
Bronx County (NY),Bronx County,Synthetic opioids,synth,nhw,Non-Hispanic White,40,31.237776178041983,33.27,20.9,3.3,41.5,0.023,"3.7 (21.3, 2.0)"
Broward County (FL),Broward County,Synthetic opioids,synth,nhw,Non-Hispanic White,151,24.78910323379948,25.16,6.5,-11.9,28.8,0.487,"11.0 (-5.5, 2.7)"
CA,California,Synthetic opioids,synth,nhw,Non-Hispanic White,873,6.154037015484475,5.83,57.4,41,75.6,0,"1.5 (2.0, 1.2)"
Charleston County (SC),Charleston County,Synthetic opioids,synth,nhw,Non-Hispanic White,37,12.479924292920138,16.419999999999998,43.9,27.4,62.5,0,"1.9 (2.9, 1.4)"
Chatham County (GA),Chatham County,Synthetic opioids,synth,nhw,Non-Hispanic White,11,7.327174196299409,8.41,17.5,10.6,24.8,0,"4.3 (6.9, 3.1)"
Clark County (NV),Clark County,Synthetic opioids,synth,nhw,Non-Hispanic White,45,4.758995101898707,4.98,28.9,8.8,52.6,0.006,"2.7 (8.2, 1.6)"
CO,Colorado,Synthetic opioids,synth,nhw,Non-Hispanic White,153,3.725497436701707,3.4499999999999997,28.1,5.3,55.7,0.017,"2.8 (13.4, 1.6)"
Cobb County (GA),Cobb County,Synthetic opioids,synth,nhw,Non-Hispanic White,29,7.26729737320411,7,-16,-30.8,1.8,0.072,"-4.0 (-1.9, 38.9)"
Contra Costa County (CA),Contra Costa County,Synthetic opioids,synth,nhw,Non-Hispanic White,28,6.913220307916904,6.6899999999999995,75.5,57.4,95.6,0,"1.2 (1.5, 1.0)"
Cook County (IL),Cook County,Synthetic opioids,synth,nhw,Non-Hispanic White,295,13.450323829692804,13.93,19.6,12.2,27.6,0,"3.9 (6.0, 2.8)"
CT,Connecticut,Synthetic opioids,synth,nhw,Non-Hispanic White,678,31.690381824645712,32.61,18.5,12.2,25.1,0,"4.1 (6.0, 3.1)"
Cumberland County (NC),Cumberland County,Synthetic opioids,synth,nhw,Non-Hispanic White,38,26.182062833495,25.86,2,-40.7,75.5,0.937,"35.0 (-1.3, 1.2)"
Cuyahoga County (OH),Cuyahoga County,Synthetic opioids,synth,nhw,Non-Hispanic White,254,35.97595541360464,37.18,-5.8,-15.9,5.4,0.27,"-11.6 (-4.0, 13.2)"
Dallas County (TX),Dallas County,Synthetic opioids,synth,nhw,Non-Hispanic White,12,1.4947032305017054,2.3899999999999997,12.8,8.2,17.6,0,"5.8 (8.8, 4.3)"
Davidson County (TN),Davidson County,Synthetic opioids,synth,nhw,Non-Hispanic White,148,35.128779535342495,36.99,54.6,42.5,67.7,0,"1.6 (2.0, 1.3)"
DC,District of Columbia,Synthetic opioids,synth,nhw,Non-Hispanic White,11,3.6573641505537515,4.64,22.9,16.3,29.8,0,"3.4 (4.6, 2.7)"
DE,Delaware,Synthetic opioids,synth,nhw,Non-Hispanic White,272,51.534014919878615,53.83,38.5,13.8,68.4,0.003,"2.1 (5.4, 1.3)"
DeKalb County (GA),DeKalb County,Synthetic opioids,synth,nhw,Non-Hispanic White,15,6.786582556044597,6.95,18.2,12.2,24.5,0,"4.1 (6.0, 3.2)"
Delaware County (PA),Delaware County,Synthetic opioids,synth,nhw,Non-Hispanic White,113,33.7166454071415,34.02,-2,-20.6,21,0.842,"-34.3 (-3.0, 3.6)"
District of Columbia (DC),District of Columbia,Synthetic opioids,synth,nhw,Non-Hispanic White,11,3.6573641505537515,4.64,22.9,16.3,29.8,0,"3.4 (4.6, 2.7)"
Durham County (NC),Durham County,Synthetic opioids,synth,nhw,Non-Hispanic White,NA,NA,8.83,15.9,7.9,24.5,0,"4.7 (9.1, 3.2)"
Duval County (FL),Duval County,Synthetic opioids,synth,nhw,Non-Hispanic White,232,47.825247787389124,45.75,8.1,-5.9,24.3,0.246,"8.9 (-11.4, 3.2)"
Erie County (NY),Erie County,Synthetic opioids,synth,nhw,Non-Hispanic White,83,13.440857690939657,13.26,-22.9,-40.7,0.2,0.051,"-2.7 (-1.3, 346.9)"
Essex County (NJ),Essex County,Synthetic opioids,synth,nhw,Non-Hispanic White,41,16.900633808933367,18.16,-10.2,-38.3,30.7,0.545,"-6.4 (-1.4, 2.6)"
Fairfax County (VA),Fairfax County,Synthetic opioids,synth,nhw,Non-Hispanic White,50,8.551429717566327,8.03,-14.4,-37.9,17.9,0.312,"-4.5 (-1.5, 4.2)"
FL,Florida,Synthetic opioids,synth,nhw,Non-Hispanic White,2144,22.512398317396478,22.32,19.8,8.9,31.8,0.001,"3.8 (8.1, 2.5)"
Fort Bend County (TX),Fort Bend County,Synthetic opioids,synth,nhw,Non-Hispanic White,NA,NA,2.8699999999999997,8.9,2.3,15.9,0.01,"8.1 (30.5, 4.7)"
Franklin County (OH),Franklin County,Synthetic opioids,synth,nhw,Non-Hispanic White,295,33.91871650400112,34.64,13.6,-6.3,37.7,0.172,"5.4 (-10.7, 2.2)"
Fulton County (GA),Fulton County,Synthetic opioids,synth,nhw,Non-Hispanic White,19,3.8879643235471404,4.88,-6.2,-20.2,10.3,0.409,"-10.8 (-3.1, 7.1)"
GA,Georgia,Synthetic opioids,synth,nhw,Non-Hispanic White,294,5.56414548613844,6.54,17.2,14.4,20.1,0,"4.4 (5.2, 3.8)"
Guilford County (NC),Guilford County,Synthetic opioids,synth,nhw,Non-Hispanic White,59,24.343587081976075,29.18,27.8,20.6,35.4,0,"2.8 (3.7, 2.3)"
Gwinnett County (GA),Gwinnett County,Synthetic opioids,synth,nhw,Non-Hispanic White,17,5.6567000834668475,8.66,17.2,10.8,24,0,"4.4 (6.8, 3.2)"
Hamilton County (OH),Hamilton County,Synthetic opioids,synth,nhw,Non-Hispanic White,226,43.24366717645169,48.33,7.1,-4.4,20,0.215,"10.1 (-15.4, 3.8)"
Harris County (TX),Harris County,Synthetic opioids,synth,nhw,Non-Hispanic White,54,3.886790842657415,3.61,7.4,4,11,0,"9.7 (17.7, 6.6)"
Hartford County (CT),Hartford County,Synthetic opioids,synth,nhw,Non-Hispanic White,183,37.15032074713188,38,16.1,7.6,25.2,0.001,"4.6 (9.5, 3.1)"
Hennepin County (MN),Hennepin County,Synthetic opioids,synth,nhw,Non-Hispanic White,61,6.7872366096144185,8.2,42.2,24.7,62.1,0,"2.0 (3.1, 1.4)"
HI,Hawaii,Synthetic opioids,synth,nhw,Non-Hispanic White,15,3.9277783929618115,3.3299999999999996,25.4,13.6,38.3,0,"3.1 (5.4, 2.1)"
Hillsborough County (FL),Hillsborough County,Synthetic opioids,synth,nhw,Non-Hispanic White,91,12.38688904714981,14.62,46.2,25.9,69.7,0,"1.8 (3.0, 1.3)"
IA,Iowa,Synthetic opioids,synth,nhw,Non-Hispanic White,83,3.37316625533809,3.59,21.2,12.7,30.3,0,"3.6 (5.8, 2.6)"
ID,Idaho,Synthetic opioids,synth,nhw,Non-Hispanic White,29,2.0382994154801417,1.84,8.5,6.8,10.2,0,"8.5 (10.5, 7.1)"
IL,Illinois,Synthetic opioids,synth,nhw,Non-Hispanic White,948,13.233742053494412,13.39,10.1,-3.3,25.4,0.13,"7.2 (-20.7, 3.1)"
IN,Indiana,Synthetic opioids,synth,nhw,Non-Hispanic White,771,16.033805078096513,15.870000000000001,21.9,7,38.9,0.007,"3.5 (10.2, 2.1)"
Jackson County (MO),Jackson County,Synthetic opioids,synth,nhw,Non-Hispanic White,16,3.6838841527908976,3.07,9.3,5.2,13.6,0,"7.8 (13.7, 5.4)"
Jefferson County (AL),Jefferson County,Synthetic opioids,synth,nhw,Non-Hispanic White,57,18.406893602301807,15.02,-10.1,-33.8,22,0.464,"-6.5 (-1.7, 3.5)"
Jefferson County (KY),Jefferson County,Synthetic opioids,synth,nhw,Non-Hispanic White,185,38.352463158832926,35.790000000000006,2,-10.6,16.5,0.746,"35.0 (-6.2, 4.5)"
Jefferson Parish (LA),Jefferson Parish,Synthetic opioids,synth,nhw,Non-Hispanic White,56,26.798233679723317,25.85,8.3,-21.7,49.8,0.606,"8.7 (-2.8, 1.7)"
King County (WA),King County,Synthetic opioids,synth,nhw,Non-Hispanic White,83,6.203326778491622,6.22,66.9,48.1,88.1,0,"1.4 (1.8, 1.1)"
Kings County (NY),Kings County,Synthetic opioids,synth,nhw,Non-Hispanic White,77,7.938464700170824,8.09,10.7,-0.5,23.2,0.06,"6.8 (-138.3, 3.3)"
KS,Kansas,Synthetic opioids,synth,nhw,Non-Hispanic White,51,2.5483631251101415,2.2,8,5.3,10.7,0,"9.0 (13.4, 6.8)"
KY,Kentucky,Synthetic opioids,synth,nhw,Non-Hispanic White,738,21.17972460621584,20.77,0.7,-16.9,21.9,0.94,"99.4 (-3.7, 3.5)"
LA,Louisiana,Synthetic opioids,synth,nhw,Non-Hispanic White,251,9.705595826822586,10.02,61.4,50.9,72.6,0,"1.4 (1.7, 1.3)"
Lake County (IN),Lake County,Synthetic opioids,synth,nhw,Non-Hispanic White,63,26.989729146981727,25.43,23.8,-1.9,56.2,0.068,"3.2 (-36.1, 1.6)"
Los Angeles County (CA),Los Angeles County,Synthetic opioids,synth,nhw,Non-Hispanic White,192,7.039865791523908,7.34,81.8,63.4,102.2,0,"1.2 (1.4, 1.0)"
MA,Massachusetts,Synthetic opioids,synth,nhw,Non-Hispanic White,1454,30.946705257301552,30.759999999999998,2.2,-8.9,14.6,0.693,"31.9 (-7.4, 5.1)"
Maricopa County (AZ),Maricopa County,Synthetic opioids,synth,nhw,Non-Hispanic White,316,13.83700343125503,15.17,79.5,61.8,99,0,"1.2 (1.4, 1.0)"
Marion County (IN),Marion County,Synthetic opioids,synth,nhw,Non-Hispanic White,163,31.747386825758575,31.830000000000002,28.7,-0.7,66.9,0.055,"2.7 (-98.7, 1.4)"
MD,Maryland,Synthetic opioids,synth,nhw,Non-Hispanic White,1055,36.57517148754176,37.01,-2.1,-16,14.1,0.772,"-32.7 (-4.0, 5.3)"
ME,Maine,Synthetic opioids,synth,nhw,Non-Hispanic White,267,23.64593727205151,23.34,6.3,-5.5,19.5,0.284,"11.3 (-12.3, 3.9)"
Mecklenburg County (NC),Mecklenburg County,Synthetic opioids,synth,nhw,Non-Hispanic White,82,14.928388552738346,14.39,-6.2,-26.9,20.4,0.582,"-10.8 (-2.2, 3.7)"
MI,Michigan,Synthetic opioids,synth,nhw,Non-Hispanic White,991,14.45001638837459,15.93,10.4,3,18.3,0.01,"7.0 (23.4, 4.1)"
Miami-Dade County (FL),Miami-Dade County,Synthetic opioids,synth,nhw,Non-Hispanic White,69,21.32187168675103,19.04,-1.7,-15,13.7,0.806,"-40.4 (-4.3, 5.4)"
Milwaukee County (WI),Milwaukee County,Synthetic opioids,synth,nhw,Non-Hispanic White,145,28.463691600383935,33.63,48.4,37,60.8,0,"1.8 (2.2, 1.5)"
MN,Minnesota,Synthetic opioids,synth,nhw,Non-Hispanic White,192,4.554532872062603,4.75,39.3,31.2,47.8,0,"2.1 (2.6, 1.8)"
MO,Missouri,Synthetic opioids,synth,nhw,Non-Hispanic White,577,12.707254489921734,13.41,11.5,-21.1,57.6,0.508,"6.4 (-2.9, 1.5)"
Mobile County (AL),Mobile County,Synthetic opioids,synth,nhw,Non-Hispanic White,13,6.301676961094142,6.4,68.5,46.4,93.9,0,"1.3 (1.8, 1.0)"
Monroe County (NY),Monroe County,Synthetic opioids,synth,nhw,Non-Hispanic White,103,20.953332637127872,22.4,-4.9,-34,36.9,0.769,"-13.8 (-1.7, 2.2)"
Montgomery County (MD),Montgomery County,Synthetic opioids,synth,nhw,Non-Hispanic White,80,15.981609687274043,15.77,10.7,-0,22.5,0.05,"6.8 (Inf, 3.4)"
Montgomery County (OH),Montgomery County,Synthetic opioids,synth,nhw,Non-Hispanic White,156,45.37353310524293,40.449999999999996,-35.1,-45,-23.5,0,"-1.6 (-1.2, -2.6)"
MS,Mississippi,Synthetic opioids,synth,nhw,Non-Hispanic White,114,7.065028345614901,6.75,32.9,25.2,41.1,0,"2.4 (3.1, 2.0)"
MT,Montana,Synthetic opioids,synth,nhw,Non-Hispanic White,13,1.5720156940276042,1.06,-3.5,-8.7,2.1,0.2,"-19.5 (-7.6, 33.4)"
Nassau County (NY),Nassau County,Synthetic opioids,synth,nhw,Non-Hispanic White,96,14.097205732135045,14.68,12,4.9,19.5,0.002,"6.1 (14.5, 3.9)"
NC,North Carolina,Synthetic opioids,synth,nhw,Non-Hispanic White,1071,17.605368651668073,17.58,0.7,-15.8,20.3,0.936,"99.4 (-4.0, 3.8)"
ND,North Dakota,Synthetic opioids,synth,nhw,Non-Hispanic White,NA,NA,1.54,7.1,2.6,11.8,0.004,"10.1 (27.0, 6.2)"
NE,Nebraska,Synthetic opioids,synth,nhw,Non-Hispanic White,21,1.3882462113824872,1.31,7.7,4.5,11,0,"9.3 (15.7, 6.6)"
New Castle County (DE),New Castle County,Synthetic opioids,synth,nhw,Non-Hispanic White,157,52.66523966750838,55.58,40.3,10.3,78.5,0.009,"2.0 (7.1, 1.2)"
New Haven County (CT),New Haven County,Synthetic opioids,synth,nhw,Non-Hispanic White,186,37.81832367904491,36.42,22.7,7,40.7,0.007,"3.4 (10.2, 2.0)"
New York County (NY),New York County,Synthetic opioids,synth,nhw,Non-Hispanic White,63,6.952499215149442,8.12,41.9,27.4,58.1,0,"2.0 (2.9, 1.5)"
NH,New Hampshire,Synthetic opioids,synth,nhw,Non-Hispanic White,327,29.551964639395507,32.379999999999995,2.9,-1.6,7.6,0.186,"24.2 (-43.0, 9.5)"
NJ,New Jersey,Synthetic opioids,synth,nhw,Non-Hispanic White,1427,32.73803474181697,35.49,18.6,4.8,34.2,0.011,"4.1 (14.8, 2.4)"
NM,New Mexico,Synthetic opioids,synth,nhw,Non-Hispanic White,40,5.28973892106511,5.95,17.6,10.7,24.9,0,"4.3 (6.8, 3.1)"
Norfolk city (VA),Norfolk city,Synthetic opioids,synth,nhw,Non-Hispanic White,22,17.902379824179775,27.459999999999997,22.5,14.7,30.9,0,"3.4 (5.1, 2.6)"
NV,Nevada,Synthetic opioids,synth,nhw,Non-Hispanic White,70,4.667434162437394,4.92,25.2,7.5,45.8,0.006,"3.1 (9.6, 1.8)"
NY,New York,Synthetic opioids,synth,nhw,Non-Hispanic White,1381,13.604169150545275,14.56,7.3,-4.8,20.8,0.219,"9.8 (-14.1, 3.7)"
Oakland County (MI),Oakland County,Synthetic opioids,synth,nhw,Non-Hispanic White,25,3.2629929207506256,6.51,40.8,18.9,66.6,0.001,"2.0 (4.0, 1.4)"
OH,Ohio,Synthetic opioids,synth,nhw,Non-Hispanic White,2509,29.770774495866274,27.759999999999998,-13.5,-28.1,4.1,0.115,"-4.8 (-2.1, 17.3)"
OK,Oklahoma,Synthetic opioids,synth,nhw,Non-Hispanic White,61,2.271310649271947,2.27,-4.1,-6.9,-1.2,0.008,"-16.6 (-9.7, -57.4)"
Oklahoma County (OK),Oklahoma County,Synthetic opioids,synth,nhw,Non-Hispanic White,12,2.6237517632645013,2.67,1.7,-2.7,6.2,0.439,"41.1 (-25.3, 11.5)"
OR,Oregon,Synthetic opioids,synth,nhw,Non-Hispanic White,84,2.675530850673662,2.96,27.8,12.1,45.7,0.001,"2.8 (6.1, 1.8)"
Orange County (FL),Orange County,Synthetic opioids,synth,nhw,Non-Hispanic White,118,20.671693032589427,22.2,38.3,31.7,45.3,0,"2.1 (2.5, 1.9)"
PA,Pennsylvania,Synthetic opioids,synth,nhw,Non-Hispanic White,1966,22.368801975802388,22.39,2.1,-12.1,18.7,0.766,"33.4 (-5.4, 4.0)"
Palm Beach County (FL),Palm Beach County,Synthetic opioids,synth,nhw,Non-Hispanic White,271,45.71305407361636,45.760000000000005,14.6,0.9,30.1,0.038,"5.1 (77.4, 2.6)"
Philadelphia County (PA),Philadelphia County,Synthetic opioids,synth,nhw,Non-Hispanic White,358,61.83751885925623,71.73,62.4,40.2,88,0,"1.4 (2.1, 1.1)"
Pulaski County (AR),Pulaski County,Synthetic opioids,synth,nhw,Non-Hispanic White,22,11.283722452582495,14.27,60.1,5.5,143.1,0.029,"1.5 (12.9, 0.8)"
Queens County (NY),Queens County,Synthetic opioids,synth,nhw,Non-Hispanic White,68,12.244487404857683,12.219999999999999,12.7,-3.3,31.3,0.112,"5.8 (-20.7, 2.5)"
RI,Rhode Island,Synthetic opioids,synth,nhw,Non-Hispanic White,158,21.868344386057238,22.32,-1.8,-12.7,10.6,0.752,"-38.2 (-5.1, 6.9)"
Richland County (SC),Richland County,Synthetic opioids,synth,nhw,Non-Hispanic White,23,14.037696938451147,14.96,25.5,16.5,35.1,0,"3.1 (4.5, 2.3)"
Riverside County (CA),Riverside County,Synthetic opioids,synth,nhw,Non-Hispanic White,68,9.239849038318958,9.39,119.4,81.4,165.3,0,"0.9 (1.2, 0.7)"
Sacramento County (CA),Sacramento County,Synthetic opioids,synth,nhw,Non-Hispanic White,24,3.4405638371598886,3.4499999999999997,126.8,36.7,276.2,0.003,"0.8 (2.2, 0.5)"
San Bernardino County (CA),San Bernardino County,Synthetic opioids,synth,nhw,Non-Hispanic White,27,4.937666480892602,4.74,156.7,-21.1,735.6,0.11,"0.7 (-2.9, 0.3)"
San Diego County (CA),San Diego County,Synthetic opioids,synth,nhw,Non-Hispanic White,99,6.426230114976823,6.45,37.7,29.5,46.5,0,"2.2 (2.7, 1.8)"
SC,South Carolina,Synthetic opioids,synth,nhw,Non-Hispanic White,478,15.7807684524456,16.18,16.4,-5.7,43.7,0.143,"4.6 (-11.8, 1.9)"
SD,South Dakota,Synthetic opioids,synth,nhw,Non-Hispanic White,16,2.2887946905676584,1.75,6,2.7,9.3,0.001,"11.9 (26.0, 7.8)"
Shelby County (TN),Shelby County,Synthetic opioids,synth,nhw,Non-Hispanic White,99,31.266116954748426,26.82,11.1,-9.5,36.3,0.288,"6.6 (-6.9, 2.2)"
St. Louis city (MO),St. Louis city,Synthetic opioids,synth,nhw,Non-Hispanic White,82,56.91787827344504,59.08,20.5,2.1,42.1,0.031,"3.7 (33.4, 2.0)"
St. Louis County (MO),St. Louis County,Synthetic opioids,synth,nhw,Non-Hispanic White,128,22.695091654963214,25.810000000000002,0.4,-37.3,61,0.984,"173.6 (-1.5, 1.5)"
Suffolk County (MA),Suffolk County,Synthetic opioids,synth,nhw,Non-Hispanic White,110,30.114662636850134,29.72,-5.1,-20.8,13.7,0.543,"-13.2 (-3.0, 5.4)"
Suffolk County (NY),Suffolk County,Synthetic opioids,synth,nhw,Non-Hispanic White,167,19.981572256675662,19.85,-23.7,-40.7,-1.8,0.038,"-2.6 (-1.3, -38.2)"
Tarrant County (TX),Tarrant County,Synthetic opioids,synth,nhw,Non-Hispanic White,13,1.3540533728397106,1.31,9.4,4.3,14.8,0.001,"7.7 (16.5, 5.0)"
TN,Tennessee,Synthetic opioids,synth,nhw,Non-Hispanic White,914,19.227714991545422,20.59,45.7,39.1,52.7,0,"1.8 (2.1, 1.6)"
TX,Texas,Synthetic opioids,synth,nhw,Non-Hispanic White,255,2.1605594917355577,1.9,7.8,5.9,9.7,0,"9.2 (12.1, 7.5)"
Union County (NJ),Union County,Synthetic opioids,synth,nhw,Non-Hispanic White,49,25.165354739922467,34.56,71.1,50.9,93.9,0,"1.3 (1.7, 1.0)"
UT,Utah,Synthetic opioids,synth,nhw,Non-Hispanic White,76,3.1341748798597706,3.54,5.4,2.7,8.2,0.001,"13.2 (26.0, 8.8)"
VA,Virginia,Synthetic opioids,synth,nhw,Non-Hispanic White,705,14.084080260276307,14.39,13.8,4.6,23.8,0.006,"5.4 (15.4, 3.2)"
VT,Vermont,Synthetic opioids,synth,nhw,Non-Hispanic White,90,18.109497466401933,19.259999999999998,11.6,-20.2,56.2,0.482,"6.3 (-3.1, 1.6)"
WA,Washington,Synthetic opioids,synth,nhw,Non-Hispanic White,244,4.635955090778036,4.71,54.6,31.4,82.1,0,"1.6 (2.5, 1.2)"
Wake County (NC),Wake County,Synthetic opioids,synth,nhw,Non-Hispanic White,60,9.081777044153176,8.6,-4.1,-32.7,36.8,0.805,"-16.6 (-1.8, 2.2)"
Wayne County (MI),Wayne County,Synthetic opioids,synth,nhw,Non-Hispanic White,272,32.08698567433393,33.53,8.1,0.3,16.6,0.044,"8.9 (231.4, 4.5)"
Westchester County (NY),Westchester County,Synthetic opioids,synth,nhw,Non-Hispanic White,47,11.065146307728838,11.83,-4.5,-31.4,32.9,0.762,"-15.1 (-1.8, 2.4)"
WI,Wisconsin,Synthetic opioids,synth,nhw,Non-Hispanic White,496,11.400713693255835,11.26,16.9,1.2,35,0.036,"4.4 (58.1, 2.3)"
WV,West Virginia,Synthetic opioids,synth,nhw,Non-Hispanic White,530,36.592267882208226,35.290000000000006,-5.1,-30.1,28.9,0.719,"-13.2 (-1.9, 2.7)"
WY,Wyoming,Synthetic opioids,synth,nhw,Non-Hispanic White,14,3.2236969582146116,2.75,9.6,5.1,14.2,0,"7.6 (13.9, 5.2)"
Adams County (CO),Adams County,Synthetic opioids,synth,total,Total,173,5.102536877121754,4.94,64.3,28,111,0.001,"1.4 (2.8, 0.9)"
AK,Alaska,Synthetic opioids,synth,total,Total,24,3.1979130596381182,3.53,10.6,4.2,17.3,0.002,"6.9 (16.8, 4.3)"
AL,Alabama,Synthetic opioids,synth,total,Total,213,4.706687397755231,4.46,9.1,-9.8,31.9,0.342,"8.0 (-6.7, 2.5)"
Alameda County (CA),Alameda County,Synthetic opioids,synth,total,Total,57,3.2082686123090203,3.09,175.7,51.9,400.6,0.002,"0.7 (1.7, 0.4)"
Allegheny County (PA),Allegheny County,Synthetic opioids,synth,total,Total,392,33.2250968632106,29.59,-22.2,-35.2,-6.6,0.011,"-2.8 (-1.6, -10.2)"
AR,Arkansas,Synthetic opioids,synth,total,Total,115,4.079703589758399,3.88,26.3,16.1,37.3,0,"3.0 (4.6, 2.2)"
AZ,Arizona,Synthetic opioids,synth,total,Total,796,11.506230939358637,12.360000000000001,83.9,67.2,102.2,0,"1.1 (1.3, 1.0)"
Baltimore city (MD),Baltimore city,Synthetic opioids,synth,total,Total,628,98.46126738464478,104.52,30.1,16.9,44.9,0,"2.6 (4.4, 1.9)"
